busType,maxPax,maxKWH,minSOC,maxSOC,SOC,consumption
1,200,35.8,10,80,29.9248120300752,0.024
1,200,35.8,10,80,30.0751879699248,0.024
1,200,35.8,10,80,30.2255639097744,0.024
1,200,35.8,10,80,30.3759398496241,0.024
1,200,35.8,10,80,30.5263157894737,0.024
1,200,35.8,10,80,30.6766917293233,0.024
1,200,35.8,10,80,30.8270676691729,0.024
1,200,35.8,10,80,30.9774436090226,0.024
1,200,35.8,10,80,31.1278195488722,0.024
1,200,35.8,10,80,31.2781954887218,0.024
1,200,35.8,10,80,31.4285714285714,0.024
1,200,35.8,10,80,31.5789473684211,0.024
1,200,35.8,10,80,31.7293233082707,0.024
1,200,35.8,10,80,31.8796992481203,0.024
1,200,35.8,10,80,32.0300751879699,0.024
1,200,35.8,10,80,32.1804511278196,0.024
1,200,35.8,10,80,32.3308270676692,0.024
1,200,35.8,10,80,32.4812030075188,0.024
1,200,35.8,10,80,32.6315789473684,0.024
1,200,35.8,10,80,32.781954887218,0.024
1,200,35.8,10,80,32.9323308270677,0.024
1,200,35.8,10,80,33.0827067669173,0.024
1,200,35.8,10,80,33.2330827067669,0.024
1,200,35.8,10,80,33.3834586466165,0.024
1,200,35.8,10,80,33.5338345864662,0.024
1,200,35.8,10,80,33.6842105263158,0.024
1,200,35.8,10,80,33.8345864661654,0.024
1,200,35.8,10,80,33.984962406015,0.024
1,200,35.8,10,80,34.1353383458647,0.024
1,200,35.8,10,80,34.2857142857143,0.024
1,200,35.8,10,80,34.4360902255639,0.024
1,200,35.8,10,80,34.5864661654135,0.024
1,200,35.8,10,80,34.7368421052632,0.024
1,200,35.8,10,80,34.8872180451128,0.024
1,200,35.8,10,80,35.0375939849624,0.024
1,200,35.8,10,80,35.187969924812,0.024
1,200,35.8,10,80,35.3383458646617,0.024
1,200,35.8,10,80,35.4887218045113,0.024
1,200,35.8,10,80,35.6390977443609,0.024
1,200,35.8,10,80,35.7894736842105,0.024
1,200,35.8,10,80,35.9398496240602,0.024
1,200,35.8,10,80,36.0902255639098,0.024
1,200,35.8,10,80,36.2406015037594,0.024
1,200,35.8,10,80,36.390977443609,0.024
1,200,35.8,10,80,36.5413533834586,0.024
1,200,35.8,10,80,36.6917293233083,0.024
1,200,35.8,10,80,36.8421052631579,0.024
1,200,35.8,10,80,36.9924812030075,0.024
1,200,35.8,10,80,37.1428571428571,0.024
1,200,35.8,10,80,37.2932330827068,0.024
1,200,35.8,10,80,37.4436090225564,0.024
1,200,35.8,10,80,37.593984962406,0.024
1,200,35.8,10,80,37.7443609022556,0.024
1,200,35.8,10,80,37.8947368421053,0.024
1,200,35.8,10,80,38.0451127819549,0.024
1,200,35.8,10,80,38.1954887218045,0.024
1,200,35.8,10,80,38.3458646616541,0.024
1,200,35.8,10,80,38.4962406015038,0.024
1,200,35.8,10,80,38.6466165413534,0.024
1,200,35.8,10,80,38.796992481203,0.024
1,200,35.8,10,80,38.9473684210526,0.024
1,200,35.8,10,80,39.0977443609023,0.024
1,200,35.8,10,80,39.2481203007519,0.024
1,200,35.8,10,80,39.3984962406015,0.024
1,200,35.8,10,80,39.5488721804511,0.024
1,200,35.8,10,80,39.6992481203008,0.024
1,200,35.8,10,80,39.8496240601504,0.024
1,200,35.8,10,80,40,0.024
1,200,35.8,10,80,40.1503759398496,0.024
1,200,35.8,10,80,40.3007518796992,0.024
1,200,35.8,10,80,40.4511278195489,0.024
1,200,35.8,10,80,40.6015037593985,0.024
1,200,35.8,10,80,40.7518796992481,0.024
1,200,35.8,10,80,40.9022556390977,0.024
1,200,35.8,10,80,41.0526315789474,0.024
1,200,35.8,10,80,41.203007518797,0.024
1,200,35.8,10,80,41.3533834586466,0.024
1,200,35.8,10,80,41.5037593984962,0.024
1,200,35.8,10,80,41.6541353383459,0.024
1,200,35.8,10,80,41.8045112781955,0.024
1,200,35.8,10,80,41.9548872180451,0.024
1,200,35.8,10,80,42.1052631578947,0.024
1,200,35.8,10,80,42.2556390977444,0.024
1,200,35.8,10,80,42.406015037594,0.024
1,200,35.8,10,80,42.5563909774436,0.024
1,200,35.8,10,80,42.7067669172932,0.024
1,200,35.8,10,80,42.8571428571429,0.024
1,200,35.8,10,80,43.0075187969925,0.024
1,200,35.8,10,80,43.1578947368421,0.024
1,200,35.8,10,80,43.3082706766917,0.024
1,200,35.8,10,80,43.4586466165414,0.024
1,200,35.8,10,80,43.609022556391,0.024
1,200,35.8,10,80,43.7593984962406,0.024
1,200,35.8,10,80,43.9097744360902,0.024
1,200,35.8,10,80,44.0601503759398,0.024
1,200,35.8,10,80,44.2105263157895,0.024
1,200,35.8,10,80,44.3609022556391,0.024
1,200,35.8,10,80,44.5112781954887,0.024
1,200,35.8,10,80,44.6616541353383,0.024
1,200,35.8,10,80,44.812030075188,0.024
1,200,35.8,10,80,44.9624060150376,0.024
1,200,35.8,10,80,45.1127819548872,0.024
1,200,35.8,10,80,45.2631578947368,0.024
1,200,35.8,10,80,45.4135338345865,0.024
1,200,35.8,10,80,45.5639097744361,0.024
1,200,35.8,10,80,45.7142857142857,0.024
1,200,35.8,10,80,45.8646616541353,0.024
1,200,35.8,10,80,46.015037593985,0.024
1,200,35.8,10,80,46.1654135338346,0.024
1,200,35.8,10,80,46.3157894736842,0.024
1,200,35.8,10,80,46.4661654135338,0.024
1,200,35.8,10,80,46.6165413533835,0.024
1,200,35.8,10,80,46.7669172932331,0.024
1,200,35.8,10,80,46.9172932330827,0.024
1,200,35.8,10,80,47.0676691729323,0.024
1,200,35.8,10,80,47.218045112782,0.024
1,200,35.8,10,80,47.3684210526316,0.024
1,200,35.8,10,80,47.5187969924812,0.024
1,200,35.8,10,80,47.6691729323308,0.024
1,200,35.8,10,80,47.8195488721804,0.024
1,200,35.8,10,80,47.9699248120301,0.024
1,200,35.8,10,80,48.1203007518797,0.024
1,200,35.8,10,80,48.2706766917293,0.024
1,200,35.8,10,80,48.4210526315789,0.024
1,200,35.8,10,80,48.5714285714286,0.024
1,200,35.8,10,80,48.7218045112782,0.024
1,200,35.8,10,80,48.8721804511278,0.024
1,200,35.8,10,80,49.0225563909774,0.024
1,200,35.8,10,80,49.1729323308271,0.024
1,200,35.8,10,80,49.3233082706767,0.024
1,200,35.8,10,80,49.4736842105263,0.024
1,200,35.8,10,80,49.6240601503759,0.024
1,200,35.8,10,80,49.7744360902256,0.024
1,200,35.8,10,80,49.9248120300752,0.024
1,200,35.8,10,80,50.0751879699248,0.024
1,200,35.8,10,80,50.2255639097744,0.024
1,200,35.8,10,80,50.3759398496241,0.024
1,200,35.8,10,80,50.5263157894737,0.024
1,200,35.8,10,80,50.6766917293233,0.024
1,200,35.8,10,80,50.8270676691729,0.024
1,200,35.8,10,80,50.9774436090226,0.024
1,200,35.8,10,80,51.1278195488722,0.024
1,200,35.8,10,80,51.2781954887218,0.024
1,200,35.8,10,80,51.4285714285714,0.024
1,200,35.8,10,80,51.5789473684211,0.024
1,200,35.8,10,80,51.7293233082707,0.024
1,200,35.8,10,80,51.8796992481203,0.024
1,200,35.8,10,80,52.0300751879699,0.024
1,200,35.8,10,80,52.1804511278196,0.024
1,200,35.8,10,80,52.3308270676692,0.024
1,200,35.8,10,80,52.4812030075188,0.024
1,200,35.8,10,80,52.6315789473684,0.024
1,200,35.8,10,80,52.781954887218,0.024
1,200,35.8,10,80,52.9323308270677,0.024
1,200,35.8,10,80,53.0827067669173,0.024
1,200,35.8,10,80,53.2330827067669,0.024
1,200,35.8,10,80,53.3834586466165,0.024
1,200,35.8,10,80,53.5338345864662,0.024
1,200,35.8,10,80,53.6842105263158,0.024
1,200,35.8,10,80,53.8345864661654,0.024
1,200,35.8,10,80,53.984962406015,0.024
1,200,35.8,10,80,54.1353383458647,0.024
1,200,35.8,10,80,54.2857142857143,0.024
1,200,35.8,10,80,54.4360902255639,0.024
1,200,35.8,10,80,54.5864661654135,0.024
1,200,35.8,10,80,54.7368421052632,0.024
1,200,35.8,10,80,54.8872180451128,0.024
1,200,35.8,10,80,55.0375939849624,0.024
1,200,35.8,10,80,55.187969924812,0.024
1,200,35.8,10,80,55.3383458646617,0.024
1,200,35.8,10,80,55.4887218045113,0.024
1,200,35.8,10,80,55.6390977443609,0.024
1,200,35.8,10,80,55.7894736842105,0.024
1,200,35.8,10,80,55.9398496240602,0.024
1,200,35.8,10,80,56.0902255639098,0.024
1,200,35.8,10,80,56.2406015037594,0.024
1,200,35.8,10,80,56.390977443609,0.024
1,200,35.8,10,80,56.5413533834586,0.024
1,200,35.8,10,80,56.6917293233083,0.024
1,200,35.8,10,80,56.8421052631579,0.024
1,200,35.8,10,80,56.9924812030075,0.024
1,200,35.8,10,80,57.1428571428571,0.024
1,200,35.8,10,80,57.2932330827068,0.024
1,200,35.8,10,80,57.4436090225564,0.024
1,200,35.8,10,80,57.593984962406,0.024
1,200,35.8,10,80,57.7443609022556,0.024
1,200,35.8,10,80,57.8947368421053,0.024
1,200,35.8,10,80,58.0451127819549,0.024
1,200,35.8,10,80,58.1954887218045,0.024
1,200,35.8,10,80,58.3458646616541,0.024
1,200,35.8,10,80,58.4962406015038,0.024
1,200,35.8,10,80,58.6466165413534,0.024
1,200,35.8,10,80,58.796992481203,0.024
1,200,35.8,10,80,58.9473684210526,0.024
1,200,35.8,10,80,59.0977443609023,0.024
1,200,35.8,10,80,59.2481203007519,0.024
1,200,35.8,10,80,59.3984962406015,0.024
1,200,35.8,10,80,59.5488721804511,0.024
1,200,35.8,10,80,59.6992481203008,0.024
1,200,35.8,10,80,59.8496240601504,0.024
1,200,35.8,10,80,60,0.024
1,200,35.8,10,80,60.1503759398496,0.024
1,200,35.8,10,80,60.3007518796992,0.024
1,200,35.8,10,80,60.4511278195489,0.024
1,200,35.8,10,80,60.6015037593985,0.024
1,200,35.8,10,80,60.7518796992481,0.024
1,200,35.8,10,80,60.9022556390977,0.024
1,200,35.8,10,80,61.0526315789474,0.024
1,200,35.8,10,80,61.203007518797,0.024
1,200,35.8,10,80,61.3533834586466,0.024
1,200,35.8,10,80,61.5037593984962,0.024
1,200,35.8,10,80,61.6541353383459,0.024
1,200,35.8,10,80,61.8045112781955,0.024
1,200,35.8,10,80,61.9548872180451,0.024
1,200,35.8,10,80,62.1052631578947,0.024
1,200,35.8,10,80,62.2556390977444,0.024
1,200,35.8,10,80,62.406015037594,0.024
1,200,35.8,10,80,62.5563909774436,0.024
1,200,35.8,10,80,62.7067669172932,0.024
1,200,35.8,10,80,62.8571428571429,0.024
1,200,35.8,10,80,63.0075187969925,0.024
1,200,35.8,10,80,63.1578947368421,0.024
1,200,35.8,10,80,63.3082706766917,0.024
1,200,35.8,10,80,63.4586466165414,0.024
1,200,35.8,10,80,63.609022556391,0.024
1,200,35.8,10,80,63.7593984962406,0.024
1,200,35.8,10,80,63.9097744360902,0.024
1,200,35.8,10,80,64.0601503759399,0.024
1,200,35.8,10,80,64.2105263157895,0.024
1,200,35.8,10,80,64.3609022556391,0.024
1,200,35.8,10,80,64.5112781954887,0.024
1,200,35.8,10,80,64.6616541353384,0.024
1,200,35.8,10,80,64.812030075188,0.024
1,200,35.8,10,80,64.9624060150376,0.024
1,200,35.8,10,80,65.1127819548872,0.024
1,200,35.8,10,80,65.2631578947368,0.024
1,200,35.8,10,80,65.4135338345865,0.024
1,200,35.8,10,80,65.5639097744361,0.024
1,200,35.8,10,80,65.7142857142857,0.024
1,200,35.8,10,80,65.8646616541353,0.024
1,200,35.8,10,80,66.015037593985,0.024
1,200,35.8,10,80,66.1654135338346,0.024
1,200,35.8,10,80,66.3157894736842,0.024
1,200,35.8,10,80,66.4661654135338,0.024
1,200,35.8,10,80,66.6165413533835,0.024
1,200,35.8,10,80,66.7669172932331,0.024
1,200,35.8,10,80,66.9172932330827,0.024
1,200,35.8,10,80,67.0676691729323,0.024
1,200,35.8,10,80,67.218045112782,0.024
1,200,35.8,10,80,67.3684210526316,0.024
1,200,35.8,10,80,67.5187969924812,0.024
1,200,35.8,10,80,67.6691729323308,0.024
1,200,35.8,10,80,67.8195488721804,0.024
1,200,35.8,10,80,67.9699248120301,0.024
1,200,35.8,10,80,68.1203007518797,0.024
1,200,35.8,10,80,68.2706766917293,0.024
1,200,35.8,10,80,68.4210526315789,0.024
1,200,35.8,10,80,68.5714285714286,0.024
1,200,35.8,10,80,68.7218045112782,0.024
1,200,35.8,10,80,68.8721804511278,0.024
1,200,35.8,10,80,69.0225563909774,0.024
1,200,35.8,10,80,69.1729323308271,0.024
1,200,35.8,10,80,69.3233082706767,0.024
1,200,35.8,10,80,69.4736842105263,0.024
1,200,35.8,10,80,69.6240601503759,0.024
1,200,35.8,10,80,69.7744360902256,0.024
1,200,35.8,10,80,69.9248120300752,0.024
1,200,35.8,10,80,70.0751879699248,0.024
1,200,35.8,10,80,70.2255639097744,0.024
1,200,35.8,10,80,70.3759398496241,0.024
1,200,35.8,10,80,70.5263157894737,0.024
1,200,35.8,10,80,70.6766917293233,0.024
1,200,35.8,10,80,70.8270676691729,0.024
1,200,35.8,10,80,70.9774436090226,0.024
1,200,35.8,10,80,71.1278195488722,0.024
1,200,35.8,10,80,71.2781954887218,0.024
1,200,35.8,10,80,71.4285714285714,0.024
1,200,35.8,10,80,71.5789473684211,0.024
1,200,35.8,10,80,71.7293233082707,0.024
1,200,35.8,10,80,71.8796992481203,0.024
1,200,35.8,10,80,72.0300751879699,0.024
1,200,35.8,10,80,72.1804511278196,0.024
1,200,35.8,10,80,72.3308270676692,0.024
1,200,35.8,10,80,72.4812030075188,0.024
1,200,35.8,10,80,72.6315789473684,0.024
1,200,35.8,10,80,72.781954887218,0.024
1,200,35.8,10,80,72.9323308270677,0.024
1,200,35.8,10,80,73.0827067669173,0.024
1,200,35.8,10,80,73.2330827067669,0.024
1,200,35.8,10,80,73.3834586466165,0.024
1,200,35.8,10,80,73.5338345864662,0.024
1,200,35.8,10,80,73.6842105263158,0.024
1,200,35.8,10,80,73.8345864661654,0.024
1,200,35.8,10,80,73.984962406015,0.024
1,200,35.8,10,80,74.1353383458647,0.024
1,200,35.8,10,80,74.2857142857143,0.024
1,200,35.8,10,80,74.4360902255639,0.024
1,200,35.8,10,80,74.5864661654135,0.024
1,200,35.8,10,80,74.7368421052632,0.024
1,200,35.8,10,80,74.8872180451128,0.024
1,200,35.8,10,80,75.0375939849624,0.024
1,200,35.8,10,80,75.187969924812,0.024
1,200,35.8,10,80,75.3383458646616,0.024
1,200,35.8,10,80,75.4887218045113,0.024
1,200,35.8,10,80,75.6390977443609,0.024
1,200,35.8,10,80,75.7894736842105,0.024
1,200,35.8,10,80,75.9398496240601,0.024
1,200,35.8,10,80,76.0902255639098,0.024
1,200,35.8,10,80,76.2406015037594,0.024
1,200,35.8,10,80,76.390977443609,0.024
1,200,35.8,10,80,76.5413533834586,0.024
1,200,35.8,10,80,76.6917293233083,0.024
1,200,35.8,10,80,76.8421052631579,0.024
1,200,35.8,10,80,76.9924812030075,0.024
1,200,35.8,10,80,77.1428571428571,0.024
1,200,35.8,10,80,77.2932330827068,0.024
1,200,35.8,10,80,77.4436090225564,0.024
1,200,35.8,10,80,77.593984962406,0.024
1,200,35.8,10,80,77.7443609022556,0.024
1,200,35.8,10,80,77.8947368421053,0.024
1,200,35.8,10,80,78.0451127819549,0.024
1,200,35.8,10,80,78.1954887218045,0.024
1,200,35.8,10,80,78.3458646616541,0.024
1,200,35.8,10,80,78.4962406015038,0.024
1,200,35.8,10,80,78.6466165413534,0.024
1,200,35.8,10,80,78.796992481203,0.024
1,200,35.8,10,80,78.9473684210526,0.024
1,200,35.8,10,80,79.0977443609023,0.024
1,200,35.8,10,80,79.2481203007519,0.024
1,200,35.8,10,80,79.3984962406015,0.024
1,200,35.8,10,80,79.5488721804511,0.024
1,200,35.8,10,80,79.6992481203008,0.024
1,200,35.8,10,80,79.8496240601504,0.024
1,200,35.8,10,80,80,0.024
